id,created_at,original_text,neg,neu,pos,compound,neg,neu,pos,compound
ID007552,2020-04-25,lyk closed evrywher cnt evn complain ccma deptoflabour lay unlawful cyrilramaphosa stated cle,0.172,0.828,0.0,-0.3612,0.172,0.828,0.0,-0.3612
ID007553,2020-04-25,good day beautiful people olajumoke moms hustle caterer ejo kind,0.0,0.407,0.593,0.8807,0.0,0.407,0.593,0.8807
ID007554,2020-04-25,announcing support charities nonprofit organizations deliver essential services,0.0,0.504,0.496,0.7096,0.0,0.504,0.496,0.7096
ID007555,2020-04-25,zlj517 deserves independent inquiry coronavirus fight,0.342,0.658,0.0,-0.3818,0.342,0.658,0.0,-0.3818
ID007556,2020-04-25,twiv special conversation patient ian lipkin youtube 10906 interview wit,0.0,0.769,0.231,0.4019,0.0,0.769,0.231,0.4019
ID007557,2020-04-25,young middleaged people barely sick dying strokes,0.334,0.666,0.0,-0.4601,0.334,0.666,0.0,-0.4601
ID007558,2020-04-25,allowed review stats formed basis lockdown,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007559,2020-04-25,realffk voicesamuel dont damn nigerians china country fight covid1,0.219,0.59,0.19,-0.088,0.219,0.59,0.19,-0.088
ID007560,2020-04-25,deaths nevada higher reported memo danagentrylv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007561,2020-04-25,ranil wickremesinghes interview meerasrini thehindu coronavirus regional cooperation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007562,2020-04-25,jaarreaza share reflections week friends communities frontline,0.0,0.485,0.515,0.6486,0.0,0.485,0.515,0.6486
ID007563,2020-04-25,pence 51 americans tested coronavirus friday morning,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007564,2020-04-25,embassy lit building colors flag,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007565,2020-04-25,mumbai firm india develop antiretroviral drug,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007566,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007567,2020-04-25,protestas contra netanyahu dozens protest emergency gov,0.479,0.521,0.0,-0.5574,0.479,0.521,0.0,-0.5574
ID007568,2020-04-25,health organization evidence people recovered,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007569,2020-04-25,sen cotton blames china spreading virus allowing chinese students,0.252,0.748,0.0,-0.4019,0.252,0.748,0.0,-0.4019
ID007570,2020-04-25,team researchers spain designing blockchain aibased app predicts evolution pa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007571,2020-04-25,visors supply visors elasticated headband foam comfort 087 610 46 96,0.0,0.8,0.2,0.3612,0.0,0.8,0.2,0.3612
ID007572,2020-04-25,track invading privacy thenextweb,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007573,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007574,2020-04-25,increasingly clear usa,0.0,0.435,0.565,0.3818,0.0,0.435,0.565,0.3818
ID007575,2020-04-25,awesome 40 final teams working challenges codethecurve unesco ibm amp sap excited ju,0.0,0.562,0.438,0.7783,0.0,0.562,0.438,0.7783
ID007576,2020-04-25,voting day tomorrow saturday 25th voting link stay,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007577,2020-04-25,navy ship ordered trump fight cartels exploiting coronavirus hit hard country,0.463,0.537,0.0,-0.7096,0.463,0.537,0.0,-0.7096
ID007578,2020-04-25,senatorcollins watching politicize 19 votes disgusting watch endle,0.327,0.673,0.0,-0.5267,0.327,0.673,0.0,-0.5267
ID007579,2020-04-25,worst decision implemented districts cases efforts pa,0.406,0.594,0.0,-0.6249,0.406,0.594,0.0,-0.6249
ID007580,2020-04-25,dominic cummings equally senior 10 attend meetings scientific,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007581,2020-04-25,networks wing protest rallies walltowall repeatedly air reading names,0.2,0.8,0.0,-0.25,0.2,0.8,0.0,-0.25
ID007582,2020-04-25,bookbub shared data members sources publishing industry reading habits,0.0,0.769,0.231,0.34,0.0,0.769,0.231,0.34
ID007583,2020-04-25,chinas mishandling coronavirus pandemic opened eyes global community danger posed,0.274,0.726,0.0,-0.5267,0.274,0.726,0.0,-0.5267
ID007584,2020-04-25,4k london walk uk lockdown liverpool street spitalfields youtube,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007585,2020-04-25,dr vishna rasiah malaysian doctor serving birmingham womens childrens hospital uk passed trea,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007586,2020-04-25,secret germanys success angela merkel scientist,0.0,0.575,0.425,0.5719,0.0,0.575,0.425,0.5719
ID007587,2020-04-25,ramp study repeated assessment mental health pandemics ramp study aims measure mental health,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007588,2020-04-25,uptodate niosh guidance subscribing,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007589,2020-04-25,youtube removed video shared ultraviolet light treat violating,0.257,0.368,0.375,0.1531,0.257,0.368,0.375,0.1531
ID007590,2020-04-25,finance department benchmarked global crisis caused,0.451,0.549,0.0,-0.6249,0.451,0.549,0.0,-0.6249
ID007591,2020-04-25,matthewamiller otorti rest pledging work share resources science,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296
ID007592,2020-04-25,leeds housing association chief calls urgent inquiry bme communities suffer disproportionately,0.245,0.629,0.126,-0.4019,0.245,0.629,0.126,-0.4019
ID007593,2020-04-25,corona report web landing web design illustrator,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007594,2020-04-25,join thousands fundraising bloodcanceruk blood cancer stopped,0.504,0.32,0.176,-0.6249,0.504,0.32,0.176,-0.6249
ID007595,2020-04-25,global health crisis spurs expansion power african countries crisis,0.539,0.461,0.0,-0.8481,0.539,0.461,0.0,-0.8481
ID007596,2020-04-25,brilliant sister singing medicine group brought singing play children birmingham child,0.0,0.592,0.408,0.7351,0.0,0.592,0.408,0.7351
ID007597,2020-04-25,april 25 moph announces 833 confirmed cases 120 recoveries,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007598,2020-04-25,22 uk 27 filipino healthcare workers died senior nur,0.31,0.69,0.0,-0.5574,0.31,0.69,0.0,-0.5574
ID007599,2020-04-25,interesting conclusion england journal medicine oral administration disinfectants treat,0.0,0.565,0.435,0.6597,0.0,0.565,0.435,0.6597
ID007600,2020-04-25,5 hobbies active,0.0,0.27,0.73,0.4019,0.0,0.27,0.73,0.4019
ID007601,2020-04-25,excuse governments deliberate mistreatment refugee claim concerned ht,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
ID007602,2020-04-25,dom cummings attending sage raises basic questions govt defends arguing acts,0.231,0.769,0.0,-0.4588,0.231,0.769,0.0,-0.4588
ID007603,2020-04-25,virus hqnigerianarmy 3 thousands,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007604,2020-04-25,andhra pradesh 8th cross 1000 cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007605,2020-04-25,errrr escorted french navy plain nose face france doesnt se,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007606,2020-04-25,bbcscotlandnews nhs scotland national procurement led minister trade investment innovation ivan mck,0.0,0.809,0.191,0.3818,0.0,0.809,0.191,0.3818
ID007607,2020-04-25,patients unwinding relaxing health center established ch brahm prakash ay,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939
ID007608,2020-04-25,dr nusrat shah nusrat61 assistant prof dow university covid19s effects doctors karachi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007609,2020-04-25,ventilator management patients,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007610,2020-04-25,check scope practice blog guidance pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007611,2020-04-25,csirihbt turns testing center institute equipped modern facilities trained manpo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007612,2020-04-25,month lockdown wondering,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007613,2020-04-25,fauci failed mention vitamin zinc uvc light preventative measures,0.264,0.56,0.176,-0.2732,0.264,0.56,0.176,-0.2732
ID007614,2020-04-25,jackmaxey1 jasonmillerindc raheemkassam povidone iodine nasal spray mouthwash curre,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007615,2020-04-25,muslims targeted racism india targets people northeast time pandemic ht,0.313,0.687,0.0,-0.6249,0.313,0.687,0.0,-0.6249
ID007616,2020-04-25,doubling cases india drastically listen times nows vivek narayan takes lat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007617,2020-04-25,entire perform develop spread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007618,2020-04-25,buy thecriticmag brilliant work miriamelia1 miriam elia author gallery,0.0,0.678,0.322,0.5859,0.0,0.678,0.322,0.5859
ID007619,2020-04-25,estimate 99 kenyans susceptible 2 tested positive virus compared,0.0,0.66,0.34,0.5574,0.0,0.66,0.34,0.5574
ID007620,2020-04-25,pastors miracle started,0.0,0.345,0.655,0.5859,0.0,0.345,0.655,0.5859
ID007621,2020-04-25,statement cedarssinai potential invasive ultraviolet light treatment,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007622,2020-04-25,schools ar turned in2 isolation centers markets ar shutdown nysc camps ar turned in2 isolation,0.293,0.707,0.0,-0.6597,0.293,0.707,0.0,-0.6597
ID007623,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007624,2020-04-25,malaria day sustained focus malaria fight cs4megl,0.302,0.698,0.0,-0.3818,0.302,0.698,0.0,-0.3818
ID007625,2020-04-25,98 mecklenburg county residents tested coronavirus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007626,2020-04-25,dismissing legitimate public journalism conspiracy theory headlines key governmen,0.298,0.702,0.0,-0.5267,0.298,0.702,0.0,-0.5267
ID007627,2020-04-25,bhupeshprusty worry knowing people infect lot peo,0.326,0.674,0.0,-0.4404,0.326,0.674,0.0,-0.4404
ID007628,2020-04-25,calling investments minute reduce efforts malaria amp infectious di,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007629,2020-04-25,holding hands eyes fear pain forget face doctors india talk,0.545,0.455,0.0,-0.8126,0.545,0.455,0.0,-0.8126
ID007630,2020-04-25,tired selecting buy shops tired begging baby daddy sen,0.453,0.547,0.0,-0.7003,0.453,0.547,0.0,-0.7003
ID007631,2020-04-25,masks combination cotton natural silk chiffon filter aerosol particles,0.0,0.762,0.238,0.3612,0.0,0.762,0.238,0.3612
ID007632,2020-04-25,clairekholland lambethcouncil great hear hope youll keeping place,0.0,0.462,0.538,0.7906,0.0,0.462,0.538,0.7906
ID007633,2020-04-25,proposal expanded protections uk broad meaningful,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182
ID007634,2020-04-25,11am tuesday 28 april 1 minute silence international workers memorial day remember honour al,0.0,0.764,0.236,0.5719,0.0,0.764,0.236,0.5719
ID007635,2020-04-25,50yrold bacteria drug comeback csirind deccanherald,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007636,2020-04-25,daily 19 update arkansas amp missouri,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007637,2020-04-25,blatant attempt deregulate precursor privatisation pandemic excuse experimen,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
ID007638,2020-04-25,healthzwealth doctors konw,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007639,2020-04-25,hospital technicians ignore copyright law fight,0.56,0.44,0.0,-0.6249,0.56,0.44,0.0,-0.6249
ID007640,2020-04-25,kashmir reports 40 fresh cases jampks tally rises 494,0.0,0.777,0.223,0.3182,0.0,0.777,0.223,0.3182
ID007641,2020-04-25,lesson price uncertainty,0.545,0.455,0.0,-0.34,0.545,0.455,0.0,-0.34
ID007642,2020-04-25,variations immune response unpredictable disease key factor treating,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296
ID007643,2020-04-25,receiving backlash trump claims disinfectant injection idea sarcasm video,0.192,0.808,0.0,-0.2263,0.192,0.808,0.0,-0.2263
ID007644,2020-04-25,big shoutout sobantusd man fitness training free newtown junction johannesburg saturday,0.0,0.625,0.375,0.6597,0.0,0.625,0.375,0.6597
ID007645,2020-04-25,rich told 84 year nurse work fight pas,0.213,0.492,0.295,0.25,0.213,0.492,0.295,0.25
ID007646,2020-04-25,pakistan bar council pbc supported demand doctors complete lockdown country amp enforc,0.109,0.725,0.167,0.2023,0.109,0.725,0.167,0.2023
ID007647,2020-04-25,whyru ended yesterday saifahzon storylines 100 completed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007648,2020-04-25,africa involve vaccine cure country,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007649,2020-04-25,ifanmj lloydcymru worse tory boris control 19 country meaning,0.279,0.721,0.0,-0.4767,0.279,0.721,0.0,-0.4767
ID007650,2020-04-25,expect gop set law wont legal retribution government locally federal,0.132,0.868,0.0,-0.0951,0.132,0.868,0.0,-0.0951
ID007651,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007652,2020-04-25,puts ev sales carbon emission targets risk,0.259,0.741,0.0,-0.2732,0.259,0.741,0.0,-0.2732
ID007653,2020-04-25,live ndz curfew imposed wearing cloth masks mandatory,0.151,0.698,0.151,0.0,0.151,0.698,0.151,0.0
ID007654,2020-04-25,wef obstacles cleantech overcome post 1 finding,0.342,0.658,0.0,-0.3818,0.342,0.658,0.0,-0.3818
ID007655,2020-04-25,hardship funds selfemployed amp difficulty paying council tax du,0.402,0.598,0.0,-0.5719,0.402,0.598,0.0,-0.5719
ID007656,2020-04-25,school work ball life heart brought reality gravity,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007657,2020-04-25,freighter carrying medical supplies china landed delhi spicejet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007658,2020-04-25,excellent bbclysedoucet highlighting nicolasturgeons leadership treating people adults amp starting conv,0.0,0.73,0.27,0.5719,0.0,0.73,0.27,0.5719
ID007659,2020-04-25,regime sending people work result humanitarian catastrophe foundation,0.386,0.614,0.0,-0.6597,0.386,0.614,0.0,-0.6597
ID007660,2020-04-25,warning president duterte hospitals refuse patients quarantine wom,0.434,0.566,0.0,-0.5574,0.434,0.566,0.0,-0.5574
ID007661,2020-04-25,2nd update day10 ve case bihar total 238 5kaimur4buxar1pa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007662,2020-04-25,furthering background projects todayany guesses,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007663,2020-04-25,join writing norml letter federal lawmakers telling protect small cannabis businesses,0.0,0.652,0.348,0.5859,0.0,0.652,0.348,0.5859
ID007664,2020-04-25,asked clarify statements injecting household cleaners cure trump claimed sarcasti,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007665,2020-04-25,manufacturing cement hardware cars stationery reproduction open additional retail shops cen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007666,2020-04-25,job told cops worse,0.508,0.492,0.0,-0.4767,0.508,0.492,0.0,-0.4767
ID007667,2020-04-25,afraid core northern appeal governors proactive enforce conditions stated,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215
ID007668,2020-04-25,dear pass god heal nation bring comfort grieving strength doctor,0.176,0.267,0.556,0.7269,0.176,0.267,0.556,0.7269
ID007669,2020-04-25,running london marathon tomorrowin greater scheme big dealwould,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
ID007670,2020-04-25,key lessons learn china clear 19 1 invent,0.0,0.698,0.302,0.3818,0.0,0.698,0.302,0.3818
ID007671,2020-04-25,granted lockdown period,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25
ID007672,2020-04-25,corona virus discriminate basis religion region race ethnicity gender humans sh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007673,2020-04-25,uk drops chinas data 3 wks questioned chinas data accuracy pleased learn uk gov longer,0.086,0.736,0.178,0.3612,0.086,0.736,0.178,0.3612
ID007674,2020-04-25,bobbiek85399317 govmurphy people dying happening,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007675,2020-04-25,sesame street explain kids town hall meeting saturday,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007676,2020-04-25,thumbs james fan james dickson safely returned frightening battle,0.356,0.307,0.337,-0.0772,0.356,0.307,0.337,-0.0772
ID007677,2020-04-25,protect staff coughs sneezes prevent spread viruses rollerscreen,0.0,0.619,0.381,0.4019,0.0,0.619,0.381,0.4019
ID007678,2020-04-25,arabs indians step antimuslim rhetoric twitter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007679,2020-04-25,team bmo semiahmoo dancing bmo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007680,2020-04-25,written secretary patel4witham secure borders ne,0.0,0.676,0.324,0.34,0.0,0.676,0.324,0.34
ID007681,2020-04-25,citizen ive honest contribution fight pandemic poin,0.239,0.459,0.303,0.1779,0.239,0.459,0.303,0.1779
ID007682,2020-04-25,post lockdown india tailored approach size fit regions sarthak ro,0.0,0.783,0.217,0.3612,0.0,0.783,0.217,0.3612
ID007683,2020-04-25,sasa mnataka tufanye nini aisay balconies vehicles open spaces bars supermarket queues buy alcohol ar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007684,2020-04-25,minister patel large essential services country government,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007685,2020-04-25,protesters body bags trump hotel presidents handling coronavirus,0.213,0.787,0.0,-0.2263,0.213,0.787,0.0,-0.2263
ID007686,2020-04-25,oyo return 1800 bags rice donated fg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007687,2020-04-25,energymutodi chinaambzim friend zanupfofficial deputy minister complaining appetite,0.164,0.545,0.291,0.34,0.164,0.545,0.291,0.34
ID007688,2020-04-25,data ive pretty clear brexit dreadful mistake targeted,0.351,0.265,0.384,0.128,0.351,0.265,0.384,0.128
ID007689,2020-04-25,vital hong kong terms protecting amp projecting values human rights democracy amp free,0.0,0.549,0.451,0.802,0.0,0.549,0.451,0.802
ID007690,2020-04-25,today video conference august people political economic scenarios issue shared work,0.0,0.806,0.194,0.34,0.0,0.806,0.194,0.34
ID007691,2020-04-25,nowthisnews forget virus immeasurable dea,0.322,0.678,0.0,-0.2263,0.322,0.678,0.0,-0.2263
ID007692,2020-04-25,real fear passing day difficult escape fo,0.5,0.351,0.149,-0.6124,0.5,0.351,0.149,-0.6124
ID007693,2020-04-25,channel4news contact tracing matt hancock health workers caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007694,2020-04-25,fighting 7yearold girl recovers tells friends,0.26,0.417,0.323,0.1531,0.26,0.417,0.323,0.1531
ID007695,2020-04-25,serve justice intern working pandemic equally shifted student gian,0.0,0.702,0.298,0.5267,0.0,0.702,0.298,0.5267
ID007696,2020-04-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID007697,2020-04-25,read president cyril ramaphosa today paid visit sites identified facilities gauteng,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007698,2020-04-25,rt omg despicable 19 douses,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007699,2020-04-25,criteria test clarefm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007700,2020-04-25,restaurants takeaways opened deliveries,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007701,2020-04-25,narendramodi nsitharaman justice denied pmc bank victimspunishment innocent pmc victims crimefraudster,0.289,0.389,0.322,0.1531,0.289,0.389,0.322,0.1531
ID007702,2020-04-25,death abba kyari chief staff nigerias president deprives ruling administration rudder,0.423,0.577,0.0,-0.765,0.423,0.577,0.0,-0.765
ID007703,2020-04-25,rajivaw1971 service wasnt expectations rajiv seek understanding delay,0.247,0.753,0.0,-0.3182,0.247,0.753,0.0,-0.3182
ID007704,2020-04-25,abcthedrum janecaro janes epidemiologist prof raina macintyre dont open schools,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID007705,2020-04-25,number cases pakistan crossed 12000 total 12032 total deaths 253 total recoverie,0.0,0.894,0.106,0.0772,0.0,0.894,0.106,0.0772
ID007706,2020-04-25,daddy baby girl singing youve friend twitter content,0.0,0.686,0.314,0.4939,0.0,0.686,0.314,0.4939
ID007707,2020-04-25,time fight arimac ieee sri lanka inviting apply,0.239,0.55,0.211,-0.0772,0.239,0.55,0.211,-0.0772
ID007708,2020-04-25,soap water kill surfaces soap dish soap laundry soap hand soap toxic products,0.249,0.582,0.169,-0.3612,0.249,0.582,0.169,-0.3612
ID007709,2020-04-25,doctors demanding strict lockdown amp ppe 253 healthcare staff infected doctors start dying,0.317,0.683,0.0,-0.6249,0.317,0.683,0.0,-0.6249
ID007710,2020-04-25,whitehouse realdonaldtrump trump resign trump resign trump resign trump,0.545,0.455,0.0,-0.7351,0.545,0.455,0.0,-0.7351
ID007711,2020-04-25,indias war ongoing play starves helping po,0.621,0.115,0.264,-0.802,0.621,0.115,0.264,-0.802
ID007712,2020-04-25,flock federal government troughs jessekellydc urges senatemajldr mitch mcconnell hold ground,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
